,gen,load,use,load_prediction,imbalance
2015-01-15 00:00:00,0,2.3277299404000003,2.3277299404000003,1.5395734427,0.7881564977000002
2015-01-15 00:15:00,0,0.32206699250000004,0.32206699250000004,1.3521895364,-1.0301225439000001
2015-01-15 00:30:00,0,2.7065999508000003,2.7065999508000003,1.2739156822,1.4326842686000003
2015-01-15 00:45:00,0,0.3921329975,0.3921329975,1.2439142945000001,-0.851781297
2015-01-15 01:00:00,0,3.7058699131,3.7058699131,1.2216524633,2.4842174498
2015-01-15 01:15:00,0,0.3119330108,0.3119330108,1.1935686345,-0.8816356237
2015-01-15 01:30:00,0,2.210269928,2.210269928,1.2280843019,0.9821856261000002
