,gen,load,use
2015-01-15 00:00:00,0,2.3277299404000003,2.3277299404000003
2015-01-15 00:15:00,0,0.32206699250000004,0.32206699250000004
2015-01-15 00:30:00,0,2.7065999508000003,2.7065999508000003
2015-01-15 00:45:00,0,0.3921329975,0.3921329975
2015-01-15 01:00:00,0,3.7058699131,3.7058699131
2015-01-15 01:15:00,0,0.3119330108,0.3119330108
2015-01-15 01:30:00,0,2.210269928,2.210269928
