,imbalance
2015-01-15 00:00:00,0.6831881424000001
2015-01-15 00:15:00,-1.1219299595
2015-01-15 00:30:00,1.2635108586000003
2015-01-15 00:45:00,-1.0150532914000001
2015-01-15 01:00:00,2.4391800122
2015-01-15 01:15:00,-0.9644404794
2015-01-15 01:30:00,0.9526286061000001
2015-01-15 01:45:00,-0.13375892250000004
2015-01-15 02:00:00,-0.08559019699999998
2015-01-15 02:15:00,-0.042701438499999966
2015-01-15 02:30:00,-0.06585113210000004
